Tarikh,Negeri,Daerah,Peringkat,Komoditi,Gred/Saiz,Unit,Harga (RM)
21/4/2026,PAHANG,KUANTAN,Borong,KUBIS BULAT,F.A.Q,Kilogram,3.5
21/4/2026,PAHANG,KUANTAN,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4.5
21/4/2026,PAHANG,PEKAN,Runcit,KUBIS BULAT,F.A.Q,Kilogram,3.25
21/4/2026,PAHANG,ROMPIN,Runcit,KUBIS BULAT,F.A.Q,Kilogram,10
21/4/2026,PAHANG,TEMERLOH,Runcit,KUBIS BULAT,F.A.Q,Kilogram,5
21/4/2026,PERAK,BATANG PADANG,Runcit,KUBIS BULAT,F.A.Q,Kilogram,3
21/4/2026,PERAK,HILIR PERAK,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4
21/4/2026,PERAK,KINTA,Borong,KUBIS BULAT,F.A.Q,Kilogram,1.5
21/4/2026,PERAK,KINTA,Runcit,KUBIS BULAT,F.A.Q,Kilogram,3.75
21/4/2026,PERAK,KUALA KANGSAR,Runcit,KUBIS BULAT,F.A.Q,Kilogram,3
21/4/2026,PERAK,"LARUT, MATANG DAN SELAMA",Runcit,KUBIS BULAT,F.A.Q,Kilogram,6
21/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Borong,KUBIS BULAT,F.A.Q,Kilogram,1.9
21/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Runcit,KUBIS BULAT,F.A.Q,Kilogram,5
21/4/2026,PULAU PINANG,KENINGAU,Borong,KUBIS BULAT,F.A.Q,Kilogram,4
21/4/2026,PULAU PINANG,KENINGAU,Runcit,KUBIS BULAT,F.A.Q,Kilogram,5
21/4/2026,PULAU PINANG,KOTA KINABALU,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4.5
21/4/2026,PULAU PINANG,LAHAD DATU,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4
21/4/2026,PULAU PINANG,PAPAR,Runcit,KUBIS BULAT,F.A.Q,Kilogram,5
21/4/2026,PULAU PINANG,PENAMPANG,Borong,KUBIS BULAT,F.A.Q,Kilogram,3
21/4/2026,PULAU PINANG,RANAU,Ladang,KUBIS BULAT,F.A.Q,Kilogram,1.8
21/4/2026,PULAU PINANG,SANDAKAN,Runcit,KUBIS BULAT,F.A.Q,Kilogram,8
21/4/2026,PULAU PINANG,SEMPORNA,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4
21/4/2026,SARAWAK,LIMBANG,Runcit,KUBIS BULAT,F.A.Q,Kilogram,7
21/4/2026,SELANGOR,KLANG,Borong,KUBIS BULAT,F.A.Q,Kilogram,2.6
21/4/2026,SELANGOR,KLANG,Runcit,KUBIS BULAT,F.A.Q,Kilogram,3.5
21/4/2026,SELANGOR,KUALA LANGAT,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4
21/4/2026,SELANGOR,PETALING,Borong,KUBIS BULAT,F.A.Q,Kilogram,2
21/4/2026,SELANGOR,PETALING,Runcit,KUBIS BULAT,F.A.Q,Kilogram,3.25
21/4/2026,TERENGGANU,DUNGUN,Runcit,KUBIS BULAT,F.A.Q,Kilogram,6
21/4/2026,TERENGGANU,KUALA NERUS,Runcit,KUBIS BULAT,F.A.Q,Kilogram,5
21/4/2026,TERENGGANU,KUALA TERENGGANU,Borong,KUBIS BULAT,F.A.Q,Kilogram,3
21/4/2026,TERENGGANU,KUALA TERENGGANU,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4
21/4/2026,W.P. KUALA LUMPUR,BATU,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4.5
21/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Borong,KUBIS BULAT,F.A.Q,Kilogram,1.5
21/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4
21/4/2026,W.P. LABUAN,LABUAN,Borong,KUBIS BULAT,F.A.Q,Kilogram,4.5
21/4/2026,W.P. LABUAN,LABUAN,Runcit,KUBIS BULAT,F.A.Q,Kilogram,6
21/4/2026,SABAH,KINABATANGAN,Runcit,KUBIS BULAT,F.A.Q,Kilogram,8
21/4/2026,JOHOR,BATU PAHAT,Ladang,PISANG MAS,F.A.Q,Kilogram,3
21/4/2026,JOHOR,BATU PAHAT,Runcit,PISANG MAS,F.A.Q,Kilogram,6
21/4/2026,JOHOR,JOHOR BAHRU,Borong,PISANG MAS,F.A.Q,Kilogram,5
21/4/2026,JOHOR,JOHOR BAHRU,Runcit,PISANG MAS,F.A.Q,Kilogram,7
21/4/2026,KEDAH,KOTA SETAR,Borong,PISANG MAS,F.A.Q,Kilogram,3.5
21/4/2026,KEDAH,KOTA SETAR,Runcit,PISANG MAS,F.A.Q,Kilogram,5
21/4/2026,KEDAH,PADANG TERAP,Ladang,PISANG MAS,F.A.Q,Kilogram,2.6
21/4/2026,KEDAH,PENDANG,Runcit,PISANG MAS,F.A.Q,Kilogram,6
21/4/2026,KEDAH,POKOK SENA,Ladang,PISANG MAS,F.A.Q,Kilogram,2.5
21/4/2026,KELANTAN,KOTA BHARU,Borong,PISANG MAS,F.A.Q,Kilogram,2.38
21/4/2026,KELANTAN,KOTA BHARU,Runcit,PISANG MAS,F.A.Q,Kilogram,3.83
21/4/2026,KELANTAN,TUMPAT,Runcit,PISANG MAS,F.A.Q,Kilogram,5.67
21/4/2026,MELAKA,JASIN,Ladang,PISANG MAS,F.A.Q,Kilogram,2.7
21/4/2026,MELAKA,MELAKA TENGAH,Borong,PISANG MAS,F.A.Q,Kilogram,2.43
21/4/2026,MELAKA,MELAKA TENGAH,Runcit,PISANG MAS,F.A.Q,Kilogram,4
21/4/2026,NEGERI SEMBILAN,SEREMBAN,Borong,PISANG MAS,F.A.Q,Kilogram,3.6
21/4/2026,NEGERI SEMBILAN,SEREMBAN,Runcit,PISANG MAS,F.A.Q,Kilogram,5.27
21/4/2026,PAHANG,JERANTUT,Ladang,PISANG MAS,F.A.Q,Kilogram,2.8
21/4/2026,PAHANG,KUANTAN,Borong,PISANG MAS,F.A.Q,Kilogram,4.8
21/4/2026,PAHANG,KUANTAN,Runcit,PISANG MAS,F.A.Q,Kilogram,5.8
21/4/2026,PERAK,BATANG PADANG,Ladang,PISANG MAS,F.A.Q,Kilogram,3.5
21/4/2026,PERAK,BATANG PADANG,Runcit,PISANG MAS,F.A.Q,Kilogram,6
21/4/2026,PERAK,KINTA,Ladang,PISANG MAS,F.A.Q,Kilogram,2.5
21/4/2026,PERAK,KINTA,Borong,PISANG MAS,F.A.Q,Kilogram,4
21/4/2026,PERAK,KINTA,Runcit,PISANG MAS,F.A.Q,Kilogram,6.5
21/4/2026,PERLIS,PERLIS,Ladang,PISANG MAS,F.A.Q,Kilogram,2.2
21/4/2026,PERLIS,PERLIS,Borong,PISANG MAS,F.A.Q,Kilogram,4
21/4/2026,PERLIS,PERLIS,Runcit,PISANG MAS,F.A.Q,Kilogram,5.17
21/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Borong,PISANG MAS,F.A.Q,Kilogram,4
21/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Runcit,PISANG MAS,F.A.Q,Kilogram,6.5
21/4/2026,PULAU PINANG,SEBERANG PERAI UTARA,Ladang,PISANG MAS,F.A.Q,Kilogram,3
21/4/2026,SABAH,KENINGAU,Ladang,PISANG MAS,F.A.Q,Kilogram,2
21/4/2026,SABAH,KENINGAU,Runcit,PISANG MAS,F.A.Q,Kilogram,3
21/4/2026,SABAH,LAHAD DATU,Ladang,PISANG MAS,F.A.Q,Kilogram,1.5
21/4/2026,SABAH,LAHAD DATU,Runcit,PISANG MAS,F.A.Q,Kilogram,5
21/4/2026,SABAH,SANDAKAN,Runcit,PISANG MAS,F.A.Q,Kilogram,6
21/4/2026,SABAH,SEMPORNA,Runcit,PISANG MAS,F.A.Q,Kilogram,5
21/4/2026,SARAWAK,KUCHING,Ladang,PISANG MAS,F.A.Q,Kilogram,1.5
21/4/2026,SARAWAK,KUCHING,Borong,PISANG MAS,F.A.Q,Kilogram,3
21/4/2026,SARAWAK,KUCHING,Runcit,PISANG MAS,F.A.Q,Kilogram,4
21/4/2026,SARAWAK,LIMBANG,Runcit,PISANG MAS,F.A.Q,Kilogram,5
21/4/2026,SARAWAK,SIBU,Ladang,PISANG MAS,F.A.Q,Kilogram,4
21/4/2026,SARAWAK,SIBU,Runcit,PISANG MAS,F.A.Q,Kilogram,6
21/4/2026,SELANGOR,GOMBAK,Runcit,PISANG MAS,F.A.Q,Kilogram,5
21/4/2026,SELANGOR,KLANG,Borong,PISANG MAS,F.A.Q,Kilogram,3
21/4/2026,SELANGOR,KLANG,Runcit,PISANG MAS,F.A.Q,Kilogram,5
21/4/2026,SELANGOR,PETALING,Borong,PISANG MAS,F.A.Q,Kilogram,4
21/4/2026,SELANGOR,PETALING,Runcit,PISANG MAS,F.A.Q,Kilogram,5
21/4/2026,SELANGOR,PETALING,Runcit,PISANG MAS,F.A.Q,Kilogram,7
21/4/2026,W.P. KUALA LUMPUR,BATU,Runcit,PISANG MAS,F.A.Q,Kilogram,6
21/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Borong,PISANG MAS,F.A.Q,Kilogram,4.2
21/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Runcit,PISANG MAS,F.A.Q,Kilogram,6
21/4/2026,W.P. LABUAN,LABUAN,Borong,PISANG MAS,F.A.Q,Kilogram,5.5
21/4/2026,W.P. LABUAN,LABUAN,Runcit,PISANG MAS,F.A.Q,Kilogram,6.5
21/4/2026,JOHOR,BATU PAHAT,Runcit,TOMATO,SEDANG,Kilogram,5
21/4/2026,JOHOR,JOHOR BAHRU,Borong,TOMATO,SEDANG,Kilogram,1.5
21/4/2026,JOHOR,JOHOR BAHRU,Runcit,TOMATO,SEDANG,Kilogram,3
21/4/2026,JOHOR,KULAI,Borong,TOMATO,SEDANG,Kilogram,2
21/4/2026,JOHOR,KULAI,Runcit,TOMATO,SEDANG,Kilogram,4
21/4/2026,JOHOR,MERSING,Runcit,TOMATO,SEDANG,Kilogram,5.33
21/4/2026,JOHOR,PONTIAN,Runcit,TOMATO,SEDANG,Kilogram,4
21/4/2026,KEDAH,KOTA SETAR,Borong,TOMATO,SEDANG,Kilogram,2.5
21/4/2026,KEDAH,KOTA SETAR,Runcit,TOMATO,SEDANG,Kilogram,4.5
21/4/2026,KEDAH,LANGKAWI,Borong,TOMATO,SEDANG,Kilogram,3.5
21/4/2026,KEDAH,LANGKAWI,Runcit,TOMATO,SEDANG,Kilogram,6
21/4/2026,KEDAH,PADANG TERAP,Runcit,TOMATO,SEDANG,Kilogram,4.5
21/4/2026,KEDAH,PENDANG,Runcit,TOMATO,SEDANG,Kilogram,5
21/4/2026,KELANTAN,BACHOK,Runcit,TOMATO,SEDANG,Kilogram,4
21/4/2026,KELANTAN,KOTA BHARU,Borong,TOMATO,SEDANG,Kilogram,2.18
21/4/2026,KELANTAN,KOTA BHARU,Runcit,TOMATO,SEDANG,Kilogram,3.43
21/4/2026,KELANTAN,PASIR MAS,Runcit,TOMATO,SEDANG,Kilogram,4.67
21/4/2026,KELANTAN,TANAH MERAH,Runcit,TOMATO,SEDANG,Kilogram,5.5
21/4/2026,KELANTAN,TUMPAT,Runcit,TOMATO,SEDANG,Kilogram,4.33
21/4/2026,MELAKA,ALOR GAJAH,Runcit,TOMATO,SEDANG,Kilogram,5
21/4/2026,MELAKA,JASIN,Runcit,TOMATO,SEDANG,Kilogram,4.25
21/4/2026,MELAKA,MELAKA TENGAH,Borong,TOMATO,SEDANG,Kilogram,1.7
21/4/2026,MELAKA,MELAKA TENGAH,Runcit,TOMATO,SEDANG,Kilogram,3
21/4/2026,NEGERI SEMBILAN,JEMPOL,Runcit,TOMATO,SEDANG,Kilogram,5
21/4/2026,NEGERI SEMBILAN,SEREMBAN,Borong,TOMATO,SEDANG,Kilogram,3.33
21/4/2026,NEGERI SEMBILAN,SEREMBAN,Runcit,TOMATO,SEDANG,Kilogram,4.8
21/4/2026,NEGERI SEMBILAN,TAMPIN,Runcit,TOMATO,SEDANG,Kilogram,2.5
21/4/2026,PAHANG,CAMERON HIGHLANDS,Ladang,TOMATO,SEDANG,Kilogram,0.95
21/4/2026,PAHANG,CAMERON HIGHLANDS,Runcit,TOMATO,SEDANG,Kilogram,4
21/4/2026,PAHANG,JERANTUT,Runcit,TOMATO,SEDANG,Kilogram,3
21/4/2026,PAHANG,KUANTAN,Borong,TOMATO,SEDANG,Kilogram,3.54
21/4/2026,PAHANG,KUANTAN,Runcit,TOMATO,SEDANG,Kilogram,4.54
21/4/2026,PAHANG,PEKAN,Runcit,TOMATO,SEDANG,Kilogram,3.75
21/4/2026,PAHANG,RAUB,Runcit,TOMATO,SEDANG,Kilogram,2
21/4/2026,PAHANG,ROMPIN,Runcit,TOMATO,SEDANG,Kilogram,5
21/4/2026,PAHANG,TEMERLOH,Runcit,TOMATO,SEDANG,Kilogram,5.25
21/4/2026,PERAK,BATANG PADANG,Runcit,TOMATO,SEDANG,Kilogram,3
21/4/2026,PERAK,HILIR PERAK,Runcit,TOMATO,SEDANG,Kilogram,5
21/4/2026,PERAK,KINTA,Borong,TOMATO,SEDANG,Kilogram,1.6
21/4/2026,PERAK,KINTA,Runcit,TOMATO,SEDANG,Kilogram,3.5
21/4/2026,PERAK,"LARUT, MATANG DAN SELAMA",Runcit,TOMATO,SEDANG,Kilogram,6
21/4/2026,PERAK,MANJUNG (DINDING),Runcit,TOMATO,SEDANG,Kilogram,4
21/4/2026,PERAK,MUALLIM,Runcit,TOMATO,SEDANG,Kilogram,6
21/4/2026,PERLIS,PERLIS,Borong,TOMATO,SEDANG,Kilogram,2
21/4/2026,PERLIS,PERLIS,Runcit,TOMATO,SEDANG,Kilogram,5.2
21/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Borong,TOMATO,SEDANG,Kilogram,1.43
21/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Runcit,TOMATO,SEDANG,Kilogram,4.2
21/4/2026,SABAH,BEAUFORT,Runcit,TOMATO,SEDANG,Kilogram,10
21/4/2026,SABAH,KENINGAU,Runcit,TOMATO,SEDANG,Kilogram,5
21/4/2026,SABAH,KOTA KINABALU,Runcit,TOMATO,SEDANG,Kilogram,9
21/4/2026,SABAH,PAPAR,Runcit,TOMATO,SEDANG,Kilogram,10
21/4/2026,SABAH,PENAMPANG,Borong,TOMATO,SEDANG,Kilogram,6
21/4/2026,SABAH,RANAU,Ladang,TOMATO,SEDANG,Kilogram,3
21/4/2026,SABAH,SANDAKAN,Runcit,TOMATO,SEDANG,Kilogram,10
21/4/2026,SARAWAK,BETONG,Runcit,TOMATO,SEDANG,Kilogram,9.5
21/4/2026,SARAWAK,DARO,Runcit,TOMATO,SEDANG,Kilogram,6.9
21/4/2026,SARAWAK,KUCHING,Borong,TOMATO,SEDANG,Kilogram,7
21/4/2026,SARAWAK,KUCHING,Runcit,TOMATO,SEDANG,Kilogram,10
21/4/2026,SARAWAK,LIMBANG,Runcit,TOMATO,SEDANG,Kilogram,10.5
21/4/2026,SARAWAK,MUKAH,Runcit,TOMATO,SEDANG,Kilogram,7.8
21/4/2026,SARAWAK,SARIKEI,Ladang,TOMATO,SEDANG,Kilogram,4.5
21/4/2026,SARAWAK,SARIKEI,Runcit,TOMATO,SEDANG,Kilogram,7
21/4/2026,SARAWAK,SIBU,Borong,TOMATO,SEDANG,Kilogram,5
21/4/2026,SARAWAK,SIBU,Runcit,TOMATO,SEDANG,Kilogram,7
21/4/2026,SELANGOR,GOMBAK,Runcit,TOMATO,SEDANG,Kilogram,4.5
21/4/2026,SELANGOR,KLANG,Borong,TOMATO,SEDANG,Kilogram,2.5
21/4/2026,SELANGOR,KLANG,Runcit,TOMATO,SEDANG,Kilogram,3.4
21/4/2026,SELANGOR,KUALA LANGAT,Runcit,TOMATO,SEDANG,Kilogram,3
21/4/2026,SELANGOR,KUALA SELANGOR,Runcit,TOMATO,SEDANG,Kilogram,5
21/4/2026,SELANGOR,PETALING,Borong,TOMATO,SEDANG,Kilogram,2
21/4/2026,SELANGOR,PETALING,Runcit,TOMATO,SEDANG,Kilogram,2.5
21/4/2026,TERENGGANU,DUNGUN,Runcit,TOMATO,SEDANG,Kilogram,5
21/4/2026,TERENGGANU,KUALA TERENGGANU,Borong,TOMATO,SEDANG,Kilogram,3
21/4/2026,TERENGGANU,KUALA TERENGGANU,Runcit,TOMATO,SEDANG,Kilogram,4.17
21/4/2026,W.P. KUALA LUMPUR,BATU,Runcit,TOMATO,SEDANG,Kilogram,3
21/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Borong,TOMATO,SEDANG,Kilogram,1.8
21/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Runcit,TOMATO,SEDANG,Kilogram,3.5
21/4/2026,W.P. LABUAN,LABUAN,Borong,TOMATO,SEDANG,Kilogram,5.8
21/4/2026,W.P. LABUAN,LABUAN,Runcit,TOMATO,SEDANG,Kilogram,8
20/4/2026,KEDAH,KOTA SETAR,Borong,BAYAM,F.A.Q,Kilogram,3
20/4/2026,KEDAH,KOTA SETAR,Runcit,BAYAM,F.A.Q,Kilogram,4.5
20/4/2026,KEDAH,PENDANG,Ladang,BAYAM,F.A.Q,Kilogram,2
20/4/2026,KELANTAN,KOTA BHARU,Borong,BAYAM,F.A.Q,Kilogram,4.8
20/4/2026,KELANTAN,KOTA BHARU,Runcit,BAYAM,F.A.Q,Kilogram,6.6
20/4/2026,KELANTAN,TUMPAT,Ladang,BAYAM,F.A.Q,Kilogram,3
20/4/2026,MELAKA,MELAKA TENGAH,Ladang,BAYAM,F.A.Q,Kilogram,1.6
20/4/2026,MELAKA,MELAKA TENGAH,Borong,BAYAM,F.A.Q,Kilogram,2.35
20/4/2026,MELAKA,MELAKA TENGAH,Runcit,BAYAM,F.A.Q,Kilogram,3.75
20/4/2026,NEGERI SEMBILAN,KUALA PILAH,Ladang,BAYAM,F.A.Q,Kilogram,1.85
20/4/2026,NEGERI SEMBILAN,SEREMBAN,Ladang,BAYAM,F.A.Q,Kilogram,1.8
20/4/2026,NEGERI SEMBILAN,SEREMBAN,Borong,BAYAM,F.A.Q,Kilogram,3.17
20/4/2026,NEGERI SEMBILAN,SEREMBAN,Runcit,BAYAM,F.A.Q,Kilogram,4.77
20/4/2026,PAHANG,JERANTUT,Runcit,BAYAM,F.A.Q,Kilogram,6
20/4/2026,PAHANG,KUANTAN,Ladang,BAYAM,F.A.Q,Kilogram,2.03
20/4/2026,PAHANG,KUANTAN,Borong,BAYAM,F.A.Q,Kilogram,3.76
20/4/2026,PAHANG,KUANTAN,Runcit,BAYAM,F.A.Q,Kilogram,5.36
20/4/2026,PERAK,KINTA,Ladang,BAYAM,F.A.Q,Kilogram,1.4
20/4/2026,PERAK,KINTA,Borong,BAYAM,F.A.Q,Kilogram,2
20/4/2026,PERAK,KINTA,Runcit,BAYAM,F.A.Q,Kilogram,4.5
20/4/2026,PERLIS,PERLIS,Ladang,BAYAM,F.A.Q,Kilogram,2.07
20/4/2026,PERLIS,PERLIS,Borong,BAYAM,F.A.Q,Kilogram,4
20/4/2026,PERLIS,PERLIS,Runcit,BAYAM,F.A.Q,Kilogram,6
20/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Borong,BAYAM,F.A.Q,Kilogram,2.2
20/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Runcit,BAYAM,F.A.Q,Kilogram,5.25
20/4/2026,PULAU PINANG,SEBERANG PERAI UTARA,Ladang,BAYAM,F.A.Q,Kilogram,1.6
20/4/2026,SABAH,KENINGAU,Ladang,BAYAM,F.A.Q,Kilogram,2.6
20/4/2026,SABAH,KENINGAU,Borong,BAYAM,F.A.Q,Kilogram,3.5
20/4/2026,SABAH,KENINGAU,Runcit,BAYAM,F.A.Q,Kilogram,5
20/4/2026,SABAH,KOTA KINABALU,Runcit,BAYAM,F.A.Q,Kilogram,6
20/4/2026,SABAH,KOTA MARUDU,Ladang,BAYAM,F.A.Q,Kilogram,4.3
20/4/2026,SABAH,KOTA MARUDU,Runcit,BAYAM,F.A.Q,Kilogram,7
20/4/2026,SABAH,PENAMPANG,Borong,BAYAM,F.A.Q,Kilogram,2.5
20/4/2026,SABAH,RANAU,Ladang,BAYAM,F.A.Q,Kilogram,1.5
20/4/2026,SARAWAK,KUCHING,Ladang,BAYAM,F.A.Q,Kilogram,2.5
20/4/2026,SARAWAK,KUCHING,Borong,BAYAM,F.A.Q,Kilogram,5
20/4/2026,SARAWAK,KUCHING,Runcit,BAYAM,F.A.Q,Kilogram,9
20/4/2026,SARAWAK,LIMBANG,Runcit,BAYAM,F.A.Q,Kilogram,9.5
20/4/2026,SARAWAK,MIRI,Ladang,BAYAM,F.A.Q,Kilogram,3
20/4/2026,SARAWAK,MIRI,Borong,BAYAM,F.A.Q,Kilogram,5
20/4/2026,SARAWAK,MIRI,Runcit,BAYAM,F.A.Q,Kilogram,6
20/4/2026,SARAWAK,SIBU,Ladang,BAYAM,F.A.Q,Kilogram,2.5
20/4/2026,SARAWAK,SIBU,Borong,BAYAM,F.A.Q,Kilogram,5
20/4/2026,SARAWAK,SIBU,Runcit,BAYAM,F.A.Q,Kilogram,7
20/4/2026,SELANGOR,KLANG,Ladang,BAYAM,F.A.Q,Kilogram,2
20/4/2026,SELANGOR,KLANG,Borong,BAYAM,F.A.Q,Kilogram,3
20/4/2026,SELANGOR,PETALING,Borong,BAYAM,F.A.Q,Kilogram,3.25
20/4/2026,SELANGOR,PETALING,Runcit,BAYAM,F.A.Q,Kilogram,4.25
20/4/2026,TERENGGANU,KUALA TERENGGANU,Borong,BAYAM,F.A.Q,Kilogram,7
20/4/2026,TERENGGANU,KUALA TERENGGANU,Runcit,BAYAM,F.A.Q,Kilogram,9
20/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Runcit,BAYAM,F.A.Q,Kilogram,6
20/4/2026,W.P. LABUAN,LABUAN,Borong,BAYAM,F.A.Q,Kilogram,4
20/4/2026,W.P. LABUAN,LABUAN,Runcit,BAYAM,F.A.Q,Kilogram,9
20/4/2026,SABAH,KENINGAU,Ladang,CILI HIJAU,F.A.Q,Kilogram,8
20/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Runcit,CILI HIJAU,F.A.Q,Kilogram,10
20/4/2026,PERAK,KINTA,Borong,DURIAN BELANDA,F.A.Q,Kilogram,8
20/4/2026,PERAK,KINTA,Runcit,DURIAN BELANDA,F.A.Q,Kilogram,12
20/4/2026,SABAH,KOTA KINABALU,Runcit,DURIAN BELANDA,F.A.Q,Kilogram,14
20/4/2026,SABAH,PENAMPANG,Borong,DURIAN BELANDA,F.A.Q,Kilogram,8
20/4/2026,SABAH,RANAU,Ladang,DURIAN BELANDA,F.A.Q,Kilogram,3
20/4/2026,SARAWAK,KUCHING,Ladang,DURIAN BELANDA,F.A.Q,Kilogram,2
20/4/2026,SARAWAK,KUCHING,Borong,DURIAN BELANDA,F.A.Q,Kilogram,3
20/4/2026,SARAWAK,KUCHING,Runcit,DURIAN BELANDA,F.A.Q,Kilogram,7
20/4/2026,SARAWAK,SIBU,Ladang,DURIAN BELANDA,F.A.Q,Kilogram,4
20/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Runcit,DURIAN BELANDA,F.A.Q,Kilogram,12
20/4/2026,SELANGOR,GOMBAK,Runcit,DURIAN,F.A.Q,Kilogram,17.5
20/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Runcit,DURIAN,F.A.Q,Kilogram,18.33
20/4/2026,SELANGOR,HULU LANGAT,Runcit,DURIAN,F.A.Q,Kilogram,30
20/4/2026,SELANGOR,PETALING,Runcit,DURIAN,F.A.Q,Kilogram,48
20/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Runcit,DURIAN,F.A.Q,Kilogram,28.75
20/4/2026,W.P. PUTRAJAYA,PUTRAJAYA,Runcit,DURIAN,F.A.Q,Kilogram,30
20/4/2026,NEGERI SEMBILAN,SEREMBAN,Borong,DURIAN,F.A.Q,Kilogram,19
20/4/2026,NEGERI SEMBILAN,SEREMBAN,Runcit,DURIAN,F.A.Q,Kilogram,21
20/4/2026,NEGERI SEMBILAN,HULU LANGAT,Runcit,DURIAN,F.A.Q,Kilogram,20
20/4/2026,NEGERI SEMBILAN,PETALING,Runcit,DURIAN,F.A.Q,Kilogram,21
20/4/2026,TERENGGANU,KUALA TERENGGANU,Runcit,DURIAN,F.A.Q,Kilogram,13.5
20/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Runcit,DURIAN,F.A.Q,Kilogram,20
20/4/2026,SELANGOR,GOMBAK,Runcit,DURIAN,F.A.Q,Kilogram,10
20/4/2026,TERENGGANU,KUALA TERENGGANU,Runcit,DURIAN,F.A.Q,Kilogram,6
20/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Runcit,DURIAN,F.A.Q,Kilogram,10
20/4/2026,SELANGOR,GOMBAK,Runcit,DURIAN,F.A.Q,Kilogram,16.5
20/4/2026,TERENGGANU,KUALA TERENGGANU,Runcit,DURIAN,F.A.Q,Kilogram,10
20/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Runcit,DURIAN,F.A.Q,Kilogram,14.67
20/4/2026,NEGERI SEMBILAN,SEREMBAN,Borong,DURIAN,F.A.Q,Kilogram,21.75
20/4/2026,NEGERI SEMBILAN,SEREMBAN,Runcit,DURIAN,F.A.Q,Kilogram,24.75
20/4/2026,SELANGOR,GOMBAK,Runcit,DURIAN,F.A.Q,Kilogram,35
20/4/2026,SELANGOR,HULU LANGAT,Runcit,DURIAN,F.A.Q,Kilogram,30
20/4/2026,SELANGOR,PETALING,Runcit,DURIAN,F.A.Q,Kilogram,36.5
20/4/2026,TERENGGANU,KUALA TERENGGANU,Runcit,DURIAN,F.A.Q,Kilogram,26.5
20/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Runcit,DURIAN,F.A.Q,Kilogram,27.88
20/4/2026,W.P. PUTRAJAYA,PUTRAJAYA,Runcit,DURIAN,F.A.Q,Kilogram,25
20/4/2026,SELANGOR,HULU LANGAT,Runcit,DURIAN,F.A.Q,Kilogram,18
20/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Runcit,DURIAN,F.A.Q,Kilogram,17
20/4/2026,NEGERI SEMBILAN,SEREMBAN,Borong,DURIAN,F.A.Q,Kilogram,18.5
20/4/2026,NEGERI SEMBILAN,SEREMBAN,Runcit,DURIAN,F.A.Q,Kilogram,20.5
20/4/2026,SELANGOR,GOMBAK,Runcit,DURIAN,F.A.Q,Kilogram,20
20/4/2026,SELANGOR,HULU LANGAT,Runcit,DURIAN,F.A.Q,Kilogram,26
20/4/2026,SELANGOR,PETALING,Runcit,DURIAN,F.A.Q,Kilogram,21
20/4/2026,W.P. PUTRAJAYA,PUTRAJAYA,Runcit,DURIAN,F.A.Q,Kilogram,25
20/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4
20/4/2026,SABAH,SEMPORNA,Runcit,KUBIS BULAT,F.A.Q,Kilogram,5
20/4/2026,SABAH,SEMPORNA,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4
20/4/2026,KEDAH,KOTA SETAR,Borong,KUBIS BULAT,F.A.Q,Kilogram,2
20/4/2026,KEDAH,KOTA SETAR,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4
20/4/2026,KELANTAN,KOTA BHARU,Borong,KUBIS BULAT,F.A.Q,Kilogram,1.92
20/4/2026,KELANTAN,KOTA BHARU,Runcit,KUBIS BULAT,F.A.Q,Kilogram,2.7
